word,rating,tag,photos,neighbours
flytrap,4.62,concrete,"['53392780810_fd04febbd5_c.jpg', '53392780805_1079be6424_c.jpg', '15158092239_64780afb3f_c.jpg', '4286130591_b29144e7f9_c.jpg', '52295527836_0e612bd6ae_c.jpg', '3657085958_556472855b_c.jpg', '2924223768_d97f14fe7c_c.jpg', '1323098_d5d476829a_c.jpg', '130305228_3f180b1a4c_c.jpg', '5813132075_9b3d73e92e_c.jpg', '7787969836_fb805944ba_c.jpg']",
hippopotamus,4.93,concrete,"['4496238987_6d64d24ceb_c.jpg', '21670830005_739836daba_c.jpg', '24087013310_47604419ec_c.jpg', '3873809594_c52475475d_c.jpg', '5206272831_355d4fef00_c.jpg', '32399271876_5a5ccd84fb_c.jpg', '23719910679_1110b6f541_c.jpg', '38139842652_c3c2e72a2a_c.jpg', '32318133481_39cdbe5020_c.jpg', '4468244586_2a8c881454_c.jpg', '32287908892_6168e13556_c.jpg']",
trainer,4.31,concrete,"['10231006554_2530d1c069_c.jpg', '51361792556_ae42ee55db_c.jpg', '32009923935_e4443488a7_c.jpg', '9817140473_f3f25fa93d_c.jpg', '38522391561_647c9bf5de_c.jpg', '37641030115_86fa4913cf_c.jpg', '52636633229_0cb4abb1bd_c.jpg', '31612009944_3df2ed78d2_c.jpg', '51361048502_a7bb2daa6d_c.jpg', '52288986089_49e5c4d78d_c.jpg', '47684399411_b2a6a0db2e_c.jpg']",
tide,4.1,concrete,"['27053748062_ac5f80bb15_c.jpg', '52927110806_eb6e59a159_c.jpg', '9137487549_db1bf8c9ee_c.jpg', '48843360767_7c5fa62f17_c.jpg', '1456830763_fce2bfe21f_c.jpg', '52657959958_b51a873388_c.jpg', '36621083106_95b937cef9_c.jpg', '5219517737_76dce09f46_c.jpg', '52170402002_f05da5c567_c.jpg', '28064381899_f29550c145_c.jpg']",
barnyard,4.79,concrete,"['52182272210_a63f18a3f3_c.jpg', '49382422106_68dedb8e06_c.jpg', '49357455403_cb632bbf76_c.jpg', '49387849487_3660aab7c8_c.jpg', '52484765412_dddf6a07c4_c.jpg', '5446349138_af41245f5d_c.jpg', '49387178213_3fe58f6241_c.jpg', '8743200702_cf7f445a3e_c.jpg', '8742084041_dff9c8a233_c.jpg', '36829400571_fee87d5819_c.jpg', '3414836242_8c9caeddd0_c.jpg', '475801948_346e3499df_c.jpg']",
canon,4.56,concrete,"['13376069855_523f497b30_c.jpg', '6490436955_bc27c2b8d0_c.jpg', '6432778773_7e00cec207_c.jpg', '16165683125_eafbb3170a_c.jpg', '13991315243_fe2778140b_c.jpg', '4577699517_153b540026_c.jpg', '15315148686_3a705fa0cd_c.jpg', '9406867641_820762cf10_c.jpg', '24616329989_ce4220e30c_c.jpg', '50084046086_07009917e5_c.jpg', '15490459193_b19f2a56eb_c.jpg']",
vendingmachine,4.83,concrete,"['52128163767_b45660dbbd_c.jpg', '52134495999_86b3f86df4_c.jpg', '52215626399_050c93cd6e_c.jpg', '52135162097_5553498957_c.jpg', '52208984785_3e5804720c_c.jpg', '52155173150_54e2afe8f0_c.jpg', '52134654492_e3f6fb2012_c.jpg', '52138883885_ba6098d3d6_c.jpg', '52130392717_a304d83d7b_c.jpg', '52255206604_9d2f9c2f6c_c.jpg', '52758803835_f66ecd23d8_c.jpg', '52909385424_9496b2fa6f_c.jpg']",
goop,4.31,concrete,"['4449600140_7e1e499675_c.jpg', '2678041327_2c58587c2c_c.jpg', '4855474117_1a9f45dd6e_c.jpg', '2678861960_09db33c576_c.jpg', '2882969278_4a6e9384ec_c.jpg', '190732322_19563fcbda_c.jpg', '3502292454_43e1efabc4_c.jpg', '2296382459_bf4b911f3c_c.jpg', '3177092128_211dbc7981_c.jpg', '6695960787_d35268e219_c.jpg', '13316822075_583432b7a5_c.jpg']",
sawhorse,4.78,concrete,"['51871117459_2cd842135a_c.jpg', '3531960753_26940f7a4f_c.jpg', '50575276963_2f06c4a949_c.jpg', '15129504963_99d9b6bf2c_c.jpg', '6261400426_b857f85a7b_c.jpg', '5037798559_4c73380362_c.jpg', '2650864130_87b8a06fe6_c.jpg', '2376507964_236851f625_c.jpg', '679590510_ef50402c8a_c.jpg', '2452367326_6cf816b822_c.jpg', '177464447_48d604a246_c.jpg', '2058913158_e579b0492c_c.jpg']",
talk,4.07,concrete,"['5790194464_67d38d09c0_c.jpg', '484818364_725c7c69e8_c.jpg', '52595010924_d67a019a54_c.jpg', '20609160724_300ccbe234_c.jpg', '23898350206_f82ab1de34_c.jpg', '21595585684_a4d99f2fb8_c.jpg', '13763390033_29fb70f618_c.jpg', '3106611195_309ab39a17_c.jpg', '4172864087_577595c136_c.jpg', '163648028_70c1f5923a_c.jpg', '13940803515_c6098c179d_c.jpg', '4610369855_1c07b7f9e6_c.jpg']",
citizen,4.43,concrete,"['2483602113_9f51a3a4cd_c.jpg', '49841059868_77b811d42a_c.jpg', '14004981098_aca4acfb76_c.jpg', '9357536976_a923e95772_c.jpg', '46742394875_6a61e81429_c.jpg', '8615705420_c1ede38572_c.jpg', '9357508562_123486ec2c_c.jpg', '8615699514_d4746d9ec5_c.jpg', '9354732543_5e3c8b5210_c.jpg', '9354761645_dcc09b7553_c.jpg', '8614598275_1b8509dab2_c.jpg', '8615702510_62fdd47256_c.jpg']",
pot,4.81,concrete,"['52547433969_579d11024f_c.jpg', '231532689_409d8d2aa1_c.jpg', '467801891_0d9cbc8af9_c.jpg', '50898322558_d605ee45f8_c.jpg', '3323790459_d4c852445c_c.jpg', '50524583667_1ec4f199a9_c.jpg', '30218315780_55e9b1b803_c.jpg', '30480210726_775e143dec_c.jpg', '30400107652_02a9f8d73d_c.jpg', '30516628575_bb639e789b_c.jpg', '30400143892_ac5e7374cd_c.jpg']",
rat,4.85,concrete,"['4117525312_ffa6b8e950_c.jpg', '50329950093_47d3662db7_c.jpg', '3908678004_69ee429660_c.jpg', '31394310506_a9ccb2915e_c.jpg', '49123400872_eff22c3737_c.jpg', '89756920_4b87ab1d0c_c.jpg', '16041460381_16e82f5c16_c.jpg', '43667343332_dd449718ce_c.jpg', '48631994782_d4d242542b_c.jpg', '49169607392_e3f2fa31d1_c.jpg']",
condiment,4.72,concrete,"['52319078005_efdf8fa290_c.jpg', '27617448168_83429f8112_c.jpg', '52320997724_1babc99edf_c.jpg', '40787130234_b0e67f9712_c.jpg', '52317986787_a8085ee78f_c.jpg', '6428722545_08bc58f774_c.jpg', '4680697037_44cdfa3472_c.jpg', '27619533098_d5591e5f16_c.jpg', '40610081645_8085cf12b9_c.jpg', '40573988695_1b4e8a4b55_c.jpg', '21677671272_26a94717e8_c.jpg', '40602101375_f10dcfd056_c.jpg']",
quarter,4.43,concrete,"['6829290344_4dd90dde46_c.jpg', '2234393986_f87a2a9710_c.jpg', '400375099_5909a5e06a_c.jpg', '51126378186_81971507eb_c.jpg', '2244109166_edac177567_c.jpg', '3017181689_9e66eec839_c.jpg', '32215135774_684c2e06aa_c.jpg', '8355389096_afbcec1036_c.jpg', '4547363450_d1766be2d1_c.jpg', '2868794957_0b7985542d_c.jpg', '5349786531_ae1047795b_c.jpg']",
text,4.93,concrete,"['5124181280_5c89783e49_c.jpg', '5505694668_11c0c8b0e6_c.jpg', '24048401923_6be063c487_c.jpg', '5449712745_312625cf12_c.jpg', '14395083745_469b7e49c9_c.jpg', '6012140253_573cb37e3d_c.jpg', '8572273633_3ba123a565_c.jpg', '6565913845_40fde3c0ce_c.jpg']",
scanner,4.79,concrete,"['52797906097_6504be341a_c.jpg', '14714722800_a0b67c0427_c.jpg', '9671057898_73519a15af_c.jpg', '8007491906_d43582419d_c.jpg', '27620050315_03bded0b60_c.jpg', '5623776291_cdd58c1df9_c.jpg', '2371293159_d658cc2131_c.jpg', '3057243780_ea9de8152e_c.jpg', '6332804457_7e49406c32_c.jpg', '2171555955_571f3e459a_c.jpg']",
haystack,4.87,concrete,"['48408701917_16a8bf9d23_c.jpg', '27073257220_2eb8e0081a_c.jpg', '43093927135_cd2525314b_c.jpg', '52267315596_c9bbb11b07_c.jpg', '52471882166_9be779e7be_c.jpg', '29905868722_d7e9f7f453_c.jpg', '20250262440_f56a47b76a_c.jpg', '52520593066_33388638cf_c.jpg', '51176523231_5ff7f56753_c.jpg', '16431060519_7ebdf3327a_c.jpg', '48663957693_b0038ebf6f_c.jpg', '51023854577_133245e1a5_c.jpg']",
dollar,4.93,concrete,"['5910293152_c42406ef64_c.jpg', '6355318323_4c41d3ef76_c.jpg', '40835502842_66be51ccb7_c.jpg', '5930039474_7a5af71e59_c.jpg', '2570113041_944c00d82f_c.jpg', '40656867133_c1d051de3a_c.jpg', '7141892223_9699d7973f_c.jpg', '40656866743_c8ef176d55_c.jpg', '13767790044_cdcb642e9e_c.jpg']",
kickboxing,4.59,concrete,"['2230971264_7d8993707f_c.jpg', '5673544818_e6b11cb05c_c.jpg', '13430025723_0bbe174cba_c.jpg', '4595890432_2c1b76207e_c.jpg', '3255554475_66746292ca_c.jpg', '27567963_fb110e8108_c.jpg', '50953448792_af7387d4df_c.jpg', '2319882302_584968d4a4_c.jpg', '4782990393_09e2f88561_c.jpg', '40806932653_9fc1671f39_c.jpg']",
hardwood,4.4,concrete,"['6714588837_134b318857_c.jpg', '4467837342_c82c956883_c.jpg', '4586257249_8b5aee7205_c.jpg', '4645436293_085fa0df10_c.jpg', '285288557_312ad0252f_c.jpg', '4136299908_3583494928_c.jpg', '6183565702_35169fffbe_c.jpg']",
cyclone,4.48,concrete,"['2703087860_b3aab420a3_c.jpg', '52291097615_dcdce7f82f_c.jpg', '48003578053_56f773ca7c_c.jpg', '52147571257_98c5386847_c.jpg', '4530865188_91d68ff68c_c.jpg', '33918411442_6516df9b77_c.jpg', '52129547152_a363f923b3_c.jpg', '20023550053_40dea59e5b_c.jpg', '7727828104_2912b8d1f4_c.jpg', '47006954424_c394144956_c.jpg', '4783149412_ef03ace4f5_c.jpg', '30507576797_d860dd486b_c.jpg']",
clicker,4.32,concrete,"['6348057956_2fee2e5645_c.jpg', '5658982473_394a35c1c9_c.jpg', '52546751649_a750384bbe_c.jpg', '6305940672_b8b01c2205_c.jpg', '44378760344_0a8eb28c57_c.jpg', '52629943572_06cc39aa4c_c.jpg', '15515599254_88901c628f_c.jpg', '6256762210_2cd7f645ff_c.jpg', '52139881625_ce42ec3908_c.jpg', '4089865627_72c72753aa_c.jpg', '51961937378_cf233a7d23_c.jpg']",
testicle,4.59,concrete,"['128390432_25f5c79f54_c.jpg', '17103626109_27478db17c_c.jpg', '2599364450_6b50c335ce_c.jpg', '1154100187_9add01de55_c.jpg', '552566043_3339b39c4f_c.jpg', '8446811766_0697403230_c.jpg', '6473872901_fde3e7d6e3_c.jpg', '2456476345_ba2463144b_c.jpg', '1516239468_f5182c2c05_c.jpg', '4091471143_f5994b3bcf_c.jpg']",
hash,4.1,concrete,"['7128182871_0f3f5354d4_c.jpg', '8292472632_b4e0eb8d3a_c.jpg', '4835254422_560729fa15_c.jpg', '14978699707_9f96df0267_c.jpg', '3045967027_6d729bd04e_c.jpg', '5449364568_946e6d310c_c.jpg', '4841945193_93f53a916a_c.jpg', '5991409256_ce07e20d0a_c.jpg', '52433928234_fcc60a53f5_c.jpg', '2744223243_afa04096ef_c.jpg', '453652635_11b8e8d42d_c.jpg', '5416056083_47ddb70526_c.jpg']",
frost,4.56,concrete,"['52649962791_c62e13f2c4_c.jpg', '52526898950_1d11798ec3_c.jpg', '23427499769_07b07de715_c.jpg', '49371860986_4d21dbd9f9_c.jpg', '45790330722_cf059f84f1_c.jpg', '50878934436_d22cc24c62_c.jpg', '31746787445_641c9400db_c.jpg', '31681662610_ac8122fb72_c.jpg', '51585744503_91df6062a0_c.jpg', '52569184784_69d312be25_c.jpg', '16047234054_e42103e9f8_c.jpg', '32063435246_e18e93b262_c.jpg']",
whisker,4.7,concrete,"['27120852048_cc6abea7dc_c.jpg', '24828624925_972e5829cd_c.jpg', '44228385294_480499dfe1_c.jpg', '28186754953_ddfdb60e0a_c.jpg', '5289306278_534655f720_c.jpg', '18250964332_ce52553b27_c.jpg', '18512143932_a8bb722884_c.jpg', '4390039931_ff775600ef_c.jpg', '7170059173_61b37b777c_c.jpg', '9622601829_bc48e2e699_c.jpg', '7532314974_95b2f773de_c.jpg']",
receptacle,4.58,concrete,"['51366652050_830136ac05_c.jpg', '51920984020_b20df4e579_c.jpg', '52540375660_7a03094fcc_c.jpg', '4350620426_a2dc18d4cf_c.jpg', '49154700911_19e25663bf_c.jpg', '53090971134_257be91eb4_c.jpg', '37439505881_c6b7d92c44_c.jpg', '50204577427_3546547c4d_c.jpg', '32945688542_8c6d627207_c.jpg', '143345141_e8f23a7f3e_c.jpg', '51735708018_61a3f671fc_c.jpg', '26843400634_d5def014e7_c.jpg']",
crescent,4.04,concrete,"['50293690493_02cb7a90c7_c.jpg', '16291661423_0402edb1e2_c.jpg', '50151415582_4a93d8b5b0_c.jpg', '46010150574_699cf6f28b_c.jpg', '50543095177_a141bf3128_c.jpg', '8856508798_3a747e6420_c.jpg', '51184461646_6f743820ac_c.jpg', '36149887271_30a92cebc8_c.jpg', '30094952826_26f58d0a0e_c.jpg', '48162743991_5166c5b875_c.jpg', '26598605983_44d04a5124_c.jpg']",
mint,4.54,concrete,"['5770946994_551de11755_c.jpg', '7979114287_9d0cbffc3e_c.jpg', '6268517920_2da2a6cd23_c.jpg', '488859911_29a19bad30_c.jpg', '3062903473_4863d08664_c.jpg', '7888288132_3f605599e2_c.jpg', '49946829327_5ba5d366ea_c.jpg', '5530980706_7700ac8816_c.jpg', '49538709018_c78464a134_c.jpg', '13722023835_426fc2df77_c.jpg', '50195668602_96d985d3a0_c.jpg']",
desert,4.86,concrete,"['7179847951_1e25e9d7e8_c.jpg', '4881282339_4a1b25ae21_c.jpg', '1389180_b9faa811c0_c.jpg', '108914129_513911d73e_c.jpg', '3660463620_8e2e480282_c.jpg', '52868496462_f1e48d89da_c.jpg', '3660455316_00c90d5515_c.jpg', '17380262446_f9f79878d6_c.jpg', '48876880212_34d35f2905_c.jpg', '2548053495_0f6ebcd238_c.jpg', '52577314648_dc4fbbb18d_c.jpg', '5508296800_7b219cc0ca_c.jpg']",
ditchwater,4.61,concrete,"['44818084801_8e1f202bff_c.jpg', '380107330_eaa75e7cb9_c.jpg', '380095629_454dfad1ee_c.jpg', '380095625_454dfad1ee_c.jpg', '380107325_fe586aae96_c.jpg', '49885870036_1ac25ab570_c.jpg', '50345067246_fede7e2dee_c.jpg', '24230031372_8d36c9a582_c.jpg', '4841570708_3eb29c931d_c.jpg', '5905161745_56c352bc86_c.jpg', '23148863654_e12cdf3d72_c.jpg']",
toiletry,4.52,concrete,"['199896527_4e15df12c3_c.jpg', '977711130_381c96e261_c.jpg', '177830321_bdda30bf65_c.jpg', '3168595634_f2d8c5038c_c.jpg', '2418696824_1569f4eefe_c.jpg', '3167763853_9146bdf67f_c.jpg', '208634930_e50d9a7bb6_c.jpg', '3168595712_bb27be608e_c.jpg', '7247834234_4619d96a07_c.jpg', '2373407492_3349021f3a_c.jpg', '4524488764_fb53d11fe4_c.jpg', '50803499942_7a1f2b7437_c.jpg']",
ox,4.86,concrete,"['462773605_951139efdb_c.jpg', '146630810_3ba1b8f214_c.jpg', '2839203303_89d446fef9_c.jpg', '4441682171_e0f9b5e3d6_c.jpg', '20745359483_a75d9354fd_c.jpg', '14716833016_cee0476fa5_c.jpg', '2748238529_6d71c0472c_c.jpg', '3917883680_4d66fd58dc_c.jpg', '6216395426_96aec17015_c.jpg', '422521657_bf2f4c9bb1_c.jpg', '2690282481_07f54e8788_c.jpg', '16364341052_f0beb8a66f_c.jpg']",
hairstylist,4.79,concrete,"['26664800863_577bf13ef1_c.jpg', '53209932225_93da6d65c6_c.jpg', '18571242982_687cc9a3cf_c.jpg', '3969071956_0151e50d11_c.jpg', '51005539886_4b568aa48e_c.jpg', '2233260906_104302bc28_c.jpg', '10588704966_92c81b854d_c.jpg', '51489033256_294c9b8dc8_c.jpg', '6888125111_61a6895da5_c.jpg', '3322074926_e602e4e726_c.jpg']",
jug,4.96,concrete,"['40487374635_316d34a12e_c.jpg', '50388470691_b1a6f5bcc2_c.jpg', '40430780053_2b87981b2b_c.jpg', '20700436848_8460b1f45a_c.jpg', '52997130905_01939055a4_c.jpg', '3672250270_4f74f6e131_c.jpg', '488379697_6fe167cf6b_c.jpg', '146737211_5bd41e1ab4_c.jpg']",
dough,4.79,concrete,"['8334227918_6532470e16_c.jpg', '6661490243_e04b074c1a_c.jpg', '2490258165_69eee9ed2d_c.jpg', '5268607390_565a9652d6_c.jpg', '332200679_6f88ed7419_c.jpg', '3735027371_5da69b2db2_c.jpg', '6332343196_25b5012817_c.jpg', '5636367235_27278de828_c.jpg', '2498487405_c8d7d36907_c.jpg', '6212386699_e49229c9f8_c.jpg', '6293932370_b46540403f_c.jpg']",
emulation,2.12,middle,"['50331451052_27690cd540_c.jpg', '52771783466_3552704995_c.jpg', '4094821418_58e7cf7bfe_c.jpg', '6823761731_16b81913a6_c.jpg', '26031941481_d5b64497ec_c.jpg', '25838827250_0b5413dcb0_c.jpg', '6074535116_dca115fde4_c.jpg', '3518276406_e7e7142a21_c.jpg', '25937974286_bb641fc60b_c.jpg', '3674137289_2656ae6e49_c.jpg', '51275374110_50ce81788b_c.jpg', '50740992532_0400ee913b_c.jpg']","['embroider', 'emu', 'ember']"
giganticness,2.83,middle,"['4510598996_6cbdc545e7_c.jpg', '3899676415_e4ba94fe4c_c.jpg', '11916881295_e89c7ab7c6_c.jpg', '51211037776_0f1d74660c_c.jpg', '51981104709_43e27d27c2_c.jpg', '3828262544_ecedc70985_c.jpg', '4761519165_27645d116b_c.jpg', '2668889387_03b094a41e_c.jpg', '31414984404_d210c1d32b_c.jpg', '157692278_cdc4b625d2_c.jpg', '157692281_430565f16b_c.jpg']","['giant', 'largemouth', 'mammoth']"
hysteric,2.93,middle,"['6104650005_0f0659f3e9_c.jpg', '832639841_15585afb4b_c.jpg', '4882889450_aae66c57f8_c.jpg', '3469344836_5f7111d475_c.jpg', '3469345598_40891446ca_c.jpg', '3103143123_ed13564db3_c.jpg', '8679075468_3c2c49562b_c.jpg', '52707113226_ac01823aeb_c.jpg', '6252829452_b9fe6ba861_c.jpg', '46841326341_2a2e06588c_c.jpg']","['hyphen', 'hypnotist', 'whimper']"
mispronounce,2.63,middle,"['50079862463_da710797d8_c.jpg', '51599699519_8fbd60643d_c.jpg', '43194359892_5dc060604b_c.jpg', '6104650005_0f0659f3e9_c.jpg', '832639841_15585afb4b_c.jpg', '4882889450_aae66c57f8_c.jpg', '3772293314_2a5bb74758_c.jpg', '48204043186_26efb3ba82_c.jpg', '2662884277_31d9e64b22_c.jpg']","['dictionary', 'hyphen', 'initials']"
habilitation,2.7,middle,"['9580384607_967717d78b_c.jpg', '9580382593_d1ea7f1577_c.jpg', '9583165018_2d3df74a8e_c.jpg', '4507173669_4ef0260cdb_c.jpg', '49286301581_ae956f913b_c.jpg', '3899361492_8709f1a915_c.jpg', '34239188022_eb23ffe51d_c.jpg', '8902623143_4b84471306_c.jpg', '8902628989_63d0c1b327_c.jpg', '2715368969_86c8639862_c.jpg']","['haemorrhage', 'hymen', 'stem']"
awardee,3.87,middle,"['51080992361_da95725fa6_c.jpg', '4321888169_2d2c4eea4f_c.jpg', '51079185688_b6db04b3c7_c.jpg', '51079549337_1e45dedc07_c.jpg', '14679840353_1c35335ee8_c.jpg', '310427864_32ed78ce55_c.jpg', '14473490307_92fdc78645_c.jpg', '14473317788_2d5892aeac_c.jpg', '5359375327_c2ce74140b_c.jpg', '23685137230_be8e6955f0_c.jpg', '4083238947_3b0921a138_c.jpg', '15141185025_ac73c8d6b4_c.jpg']","['award', 'prize winner', 'prize']"
stardom,2.26,middle,"['52239649403_fff3fd4028_c.jpg', '15188916669_95e4b9257a_c.jpg', '52702920226_67a2656389_c.jpg', '52239058485_737f41541b_c.jpg', '224086614_e75f5e814e_c.jpg', '36173955342_ccc4d437c4_c.jpg', '3607568327_e7823c1af5_c.jpg', '51521345603_9fc37512c3_c.jpg', '7957681902_93de2f91ec_c.jpg', '27080255975_4af5a1bcdb_c.jpg', '2774424642_a11d2b4b75_c.jpg', '2071395138_72d1e5621a_c.jpg']","['star', 'movie star', 'film star']"
residue,3.78,middle,"['52109061591_7665ab67c9_c.jpg', '52108665830_101fec550d_c.jpg', '19250635531_01e13361d4_c.jpg', '52109146228_53090d89ac_c.jpg', '39900287530_3614f13e13_c.jpg', '14241979330_703915c252_c.jpg', '5537519612_816962ac86_c.jpg', '2922401829_ac89411b61_c.jpg', '24777549005_8d2645ceb5_c.jpg', '13491383495_952d35ceb9_c.jpg', '51513409809_dc14c057a5_c.jpg']","['powder', 'stain', 'debris']"
emphasis,2.12,middle,"['12837131873_a3dd06a5cc_c.jpg', '4596286103_5f4248e1f4_c.jpg', '2566397254_b530a2cd62_c.jpg', '1891248940_00e25db273_c.jpg', '51411459255_93d21dd55d_c.jpg', '50984619068_b9aea6b361_c.jpg', '26119891593_8b2604548d_c.jpg', '1557531149_acb2b8c2c5_c.jpg', '889767249_35a46a68a5_c.jpg', '3944352249_bbebf7b489_c.jpg']","['italics', 'note', 'exclamation mark']"
upcountry,2.5,middle,"['51323040838_0fa5a2b8fe_c.jpg', '14813681095_686751484b_c.jpg', '49659937343_ede11c615d_c.jpg', '42921591880_5ef8d9d4ac_c.jpg', '53189127374_24d6c1b5a4_c.jpg', '3589646943_4560d1968f_c.jpg', '51610773528_9d9006d5e7_c.jpg', '13318925544_2e6925c4e2_c.jpg', '20354975265_9e454370ed_c.jpg', '49724821912_06831d9f00_c.jpg', '27092481526_4da79556d4_c.jpg', '1918757810_c7ce4b3fa5_c.jpg']","['ranchland', 'backwoodsman', 'countryside']"
deliverer,3.72,middle,"['51401262405_ec8a6b00db_c.jpg', '24567229804_535560aaf6_c.jpg', '49173263742_ec571918eb_c.jpg', '6949409977_94df7b9a31_c.jpg', '52784781150_41d06ac906_c.jpg', '49539394781_657f328687_c.jpg', '51036324286_a78887ab31_c.jpg', '52560122383_2b98ff1b75_c.jpg', '3702395618_6db93d6d03_c.jpg', '51888946147_1233603ed4_c.jpg']","['deliveryman', 'delivery boy', 'courier']"
cohesion,2.16,middle,"['5827041453_573c91a471_c.jpg', '52942017327_6dee220ee7_c.jpg', '3107698718_3662be85f7_c.jpg', '6795915843_3e922ccff1_c.jpg', '52315725370_c88fdc33fe_c.jpg', '6642869289_febdfc6ff9_c.jpg', '2837124868_0efaa42bd8_c.jpg']","['collage', 'coitus', 'structure']"
counterblast,2.62,middle,"['259764108_2049830695_c.jpg', '3905271828_97f3ee1f96_c.jpg', '6260556863_e1b6a0cda9_c.jpg', '7873049928_9bec6de2f3_c.jpg', '36317252381_aafa1b4759_c.jpg', '8373918342_afd4ddd1a2_c.jpg', '51745161010_a1e1e4b64b_c.jpg', '50194473933_84c208d9f2_c.jpg', '2982064163_c78ee5122e_c.jpg', '3819814494_c3515d5d7b_c.jpg', '55873236_7de4baa22c_c.jpg', '4567643790_f43772ba97_c.jpg']","['counter', 'blot out', 'bifocals']"
featheriness,2.78,middle,"['50222346887_434d7a9b7d_c.jpg', '53012630150_18548aee7f_c.jpg', '53020724664_3433b444ee_c.jpg', '50355719257_dc131361e5_c.jpg', '51886875211_e9f316b18e_c.jpg', '7314575160_554892e190_c.jpg', '51887531450_707823b4b1_c.jpg', '28673901178_077bebd5df_c.jpg', '51735883417_c855dd0e5b_c.jpg', '51736876199_07313c6174_c.jpg', '52517660097_1549f2a4ac_c.jpg', '52943331078_50a9d67cc7_c.jpg']","['feather', 'featherbed', 'feather duster']"
hypnosis,2.78,middle,"['3469344836_5f7111d475_c.jpg', '3469345598_40891446ca_c.jpg', '3103143123_ed13564db3_c.jpg', '8679075468_3c2c49562b_c.jpg', '6104650005_0f0659f3e9_c.jpg', '832639841_15585afb4b_c.jpg', '4882889450_aae66c57f8_c.jpg', '51075370758_7c4cf0b3d7_c.jpg', '52385818723_b234539a06_c.jpg', '3384711676_220eda5f67_c.jpg', '9488111012_13424847df_c.jpg']","['hypnotist', 'hyphen', 'sedative']"
newsbeat,2.12,middle,"['7121070233_1a0241848b_c.jpg', '53061347103_a45b33f4f9_c.jpg', '53060861791_9842f9a5c8_c.jpg', '53060861841_d6aa895cb0_c.jpg', '2967993274_dbf1cf3bdc_c.jpg', '29571581846_02e972df14_c.jpg', '29204959444_b7ee7ae487_c.jpg', '3941590837_6c6be9f49b_c.jpg', '2189952835_ea55cdc42b_c.jpg', '16910283647_6ba23dee02_c.jpg', '51975325914_55b4bf1391_c.jpg']","['newssheet', 'newscast', 'newsman']"
definition,3.07,middle,"['50079862463_da710797d8_c.jpg', '43194359892_5dc060604b_c.jpg', '3709288994_08b41122d1_c.jpg', '208284744_79a6cb6d05_c.jpg', '208284457_13ceea7901_c.jpg', '208284135_8c5bf106d4_c.jpg', '208283820_9f1e5dd826_c.jpg', '52315725370_c88fdc33fe_c.jpg', '6642869289_febdfc6ff9_c.jpg', '2837124868_0efaa42bd8_c.jpg', '64453915_264f85e390_c.jpg']","['dictionary', 'glossary', 'structure']"
disgracer,2.24,middle,"['3203288562_63e0750924_c.jpg', '3310703558_54892bc316_c.jpg', '5138512600_eca619b108_c.jpg', '24229535383_686b6f18d2_c.jpg', '39837360605_95933b7b41_c.jpg', '34788870804_4856447904_c.jpg', '4763434376_a087c60ae8_c.jpg', '83410838_e88e78ebd5_c.jpg', '19407930592_ce3b4aee0e_c.jpg']","['curser', 'looter', 'convict']"
deflator,3.04,middle,"['30309459627_68f1199e70_c.jpg', '5738994815_da68ae3cf6_c.jpg', '15951036309_280d71e4fd_c.jpg', '39897798743_5deb67a5c9_c.jpg', '52219483831_35f33db24e_c.jpg', '52216491337_b9358c57ed_c.jpg', '52219033862_2ba5e04189_c.jpg', '3404510299_c5d562830c_c.jpg', '64602837_d8c159c1b5_c.jpg']","['defroster', 'reflector', 'adaptor']"
backhandedness,2.46,middle,"['52473563922_98f50cc849_c.jpg', '3674586488_1fa4e806b3_c.jpg', '2736209447_5a6946ae5c_c.jpg', '2869689461_fbb3ccce06_c.jpg', '3332400942_6d0b470755_c.jpg', '48792238741_b40367e405_c.jpg', '21912356819_770a3c5e60_c.jpg', '48946024113_1bfab21a33_c.jpg', '51391211673_d930c29216_c.jpg']","['forehand', 'back', 'tennis match']"
aliveness,2.36,middle,"['52944768244_64b1c967e6_c.jpg', '4261764142_8bf77fa6a0_c.jpg', '9370041311_0dfcff650d_c.jpg', '4742253538_9fa8225460_c.jpg', '52053901481_bfd4f88cb5_c.jpg', '51921092160_dcdaf05464_c.jpg', '51920476701_2dc2afb52e_c.jpg', '51420319118_616a7171b1_c.jpg', '49615985496_77a7a876d9_c.jpg', '50986731957_14926cdee0_c.jpg', '2242612988_3ea24109bd_c.jpg']","['flesh', 'breathing', 'lifebuoy']"
persecution,2.43,middle,"['17344902885_8dfc6ba1d0_c.jpg', '34349325156_1bf9f242b9_c.jpg', '51717482236_400948abe4_c.jpg', '4346188452_6a0895dc10_c.jpg', '50709818791_6db8ba4857_c.jpg', '3017631930_9de693906f_c.jpg', '31677967264_fd4f6a1c93_c.jpg', '32521694575_3240fbe539_c.jpg', '49752787418_9f48b0cbd3_c.jpg', '51987379130_1d32456a3e_c.jpg', '51987113484_233e5a6358_c.jpg', '52571472075_7d8107885a_c.jpg']","['asylum', 'congregation', 'monastery']"
